# Logger type: CL2000
# HW rev: 8.2x
# FW rev: 5.86
# Logger ID: id0001
# Session No.: 139
# Split No.: 1
# Time: 20250130T170357
# Value separator: ";"
# Time format: 4
# Time separator: ""
# Time separator ms: ""
# Date separator: ""
# Time and date separator: "T"
# Bit-rate: 500000
# Silent mode: false
# Cyclic mode: false
Timestamp;Type;ID;Data
30T170358359;0;65d;0000000000000000
30T170358359;0;65e;0000000000000000
30T170358359;1;6e0;0000000000000000
30T170358360;1;5e0;0000000001000000
30T170358368;0;752;0000000000000000
30T170358368;0;65d;0000000000000000
30T170358369;0;65e;0000000000000000
30T170358369;1;6e0;0000000000000000
30T170358370;1;5e0;0000000001000000
30T170358379;0;65d;0000000000000000
30T170358379;0;65e;0000000000000000
30T170358379;1;6e0;0000000000000000
30T170358380;1;5e0;0000000001000000
30T170358389;0;65d;0000000000000000
30T170358389;0;65e;0000000000000000
30T170358389;1;6e0;0000000000000000
30T170358390;1;5e0;0000000001000000
30T170358398;0;65d;0000000000000000
30T170358398;0;65e;0000000000000000
30T170358399;0;751;0000000201000000
30T170358399;1;6e0;0000000000000000
30T170358400;1;5e0;0000000001000000
30T170358401;0;752;0000000000000000
30T170358408;0;65d;0000000000000000
30T170358409;0;65e;0000000000000000
30T170358409;1;6e0;0000000000000000
30T170358410;1;5e0;0000000001000000
30T170358418;0;65d;0000000000000000
30T170358418;0;65e;0000000000000000
30T170358419;1;6e0;0000000000000000
30T170358419;1;5e0;0000000001000000
30T170358428;0;65d;0000000000000000
30T170358428;0;65e;0000000000000000
30T170358429;1;6e0;0000000000000000
30T170358429;1;5e0;0000000001000000
30T170358434;0;752;0000000000000000
30T170358438;0;65d;0000000000000000
30T170358438;0;65e;0000000000000000
30T170358439;1;6e0;0000000000000000
30T170358439;1;5e0;0000000001000000
30T170358448;0;65d;0000000000000000
30T170358448;0;65e;0000000000000000
30T170358449;0;751;0000000201000000
30T170358449;1;6e0;0000000000000000
30T170358450;1;5e0;0000000001000000
30T170358458;0;65d;0000000000000000
30T170358459;0;65e;0000000000000000
30T170358459;1;6e0;0000000000000000
30T170358459;1;5e0;0000000001000000
30T170358467;0;752;0000000000000000
30T170358468;0;65d;0000000000000000
30T170358468;0;65e;0000000000000000
30T170358469;1;6e0;0000000000000000
30T170358469;1;5e0;0000000001000000
30T170358478;0;65d;0000000000000000
30T170358478;0;65e;0000000000000000
30T170358479;1;6e0;0000000000000000
30T170358479;1;5e0;0000000001000000
30T170358488;0;65d;0000000000000000
30T170358488;0;65e;0000000000000000
30T170358489;1;6e0;0000000000000000
30T170358489;1;5e0;0000000001000000
30T170358497;0;65d;0000000000000000
30T170358498;0;65e;0000000000000000
30T170358499;0;751;0000000201000000
30T170358499;1;6e0;0000000000000000
30T170358499;1;5e0;0000000001000000
30T170358500;0;752;0000000000000000
30T170358508;0;65d;0000000000000000
30T170358508;0;65e;0000000000000000
30T170358509;1;6e0;0000000000000000
30T170358509;1;5e0;0000000001000000
30T170358517;0;65d;0000000000000000
30T170358517;0;65e;0000000000000000
30T170358519;1;6e0;0000000000000000
30T170358519;1;5e0;0000000001000000
30T170358527;0;65d;0000000000000000
30T170358527;0;65e;0000000000000000
30T170358529;1;6e0;0000000000000000
30T170358529;1;5e0;0000000001000000
30T170358533;0;752;0000000000000000
30T170358537;0;65d;0000000000000000
30T170358537;0;65e;0000000000000000
30T170358539;1;6e0;0000000000000000
30T170358539;1;5e0;0000000001000000
30T170358547;0;65d;0000000000000000
30T170358548;0;65e;0000000000000000
30T170358549;0;751;0000000201000000
30T170358549;1;6e0;0000000000000000
30T170358549;1;5e0;0000000001000000
30T170358559;1;6e0;0000000000000000
30T170358559;1;5e0;0000000001000000
30T170358561;0;65d;0000000000000000
30T170358561;0;65e;0000000000000000
30T170358565;0;752;0000000000000000
30T170358567;0;65d;0000000000000000
30T170358567;0;65e;0000000000000000
30T170358568;1;6e0;0000000000000000
30T170358569;1;5e0;0000000001000000
30T170358577;0;65d;0000000000000000
30T170358577;0;65e;0000000000000000
30T170358578;1;6e0;0000000000000000
30T170358579;1;5e0;0000000001000000
30T170358586;0;65d;0000000000000000
30T170358587;0;65e;0000000000000000
30T170358588;1;6e0;0000000000000000
30T170358589;1;5e0;0000000001000000
30T170358596;0;65d;0000000000000000
30T170358596;0;65e;0000000000000000
30T170358598;0;751;0000000201000000
30T170358599;0;752;0000000008000000
30T170358599;1;6e0;0000000000000000
30T170358599;1;5e0;0000000001000000
30T170358607;0;65d;0000000000000000
30T170358607;0;65e;0000000000000000
30T170358608;1;6e0;0000000000000000
30T170358609;1;5e0;0000000001000000
30T170358616;0;65d;0000000000000000
30T170358617;0;65e;0000000000000000
30T170358618;1;6e0;0000000000000000
30T170358619;1;5e0;0000000001000000
30T170358626;0;65d;0000000000000000
30T170358627;0;65e;0000000000000000
30T170358628;1;6e0;0000000000000000
30T170358629;1;5e0;0000000001000000
30T170358631;0;752;0000000000000000
30T170358636;0;65d;0000000000000000
30T170358637;0;65e;0000000000000000
30T170358638;1;6e0;0000000000000000
30T170358638;1;5e0;0000000001000000
30T170358646;0;65d;0000000000000000
30T170358646;0;65e;0000000000000000
30T170358648;0;751;0000000201000000
30T170358648;1;6e0;0000000000000000
30T170358649;1;5e0;0000000001000000
30T170358656;0;65d;0000000000000000
30T170358656;0;65e;0000000000000000
30T170358658;1;6e0;0000000000000000
30T170358658;1;5e0;0000000001000000
30T170358664;0;752;0000000000000000
30T170358666;0;65d;0000000000000000
30T170358666;0;65e;0000000000000000
30T170358668;1;6e0;0000000000000000
30T170358668;1;5e0;0000000001000000
30T170358676;0;65d;0000000000000000
30T170358676;0;65e;0000000000000000
30T170358678;1;6e0;0000000000000000
30T170358678;1;5e0;0000000001000000
30T170358685;0;65d;0000000000000000
30T170358686;0;65e;0000000000000000
30T170358688;1;6e0;0000000000000000
30T170358688;1;5e0;0000000001000000
30T170358695;0;65d;0000000000000000
30T170358696;0;65e;0000000000000000
30T170358697;0;752;0000000000000000
30T170358698;0;751;0000000201000000
